,name,player_id,age,season,team,MP,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,FG%,Avg_shot_dist,%_2point_attempts,%_FGA_0-3_dist,%_FGA_3-10_dist,%_FGA_10-16_dist,%_FGA_16-3pt_dist,%_3point_attempts,%FG_2point,%_FG_0-3_dist,%_FG_3-10_dist,%_FG_10-16_dist,%_FG_10-16_dist.1,3pt%,assisted_2pters,FG%_dunk_attempts,made_dunks,assisted_3pt%,%_corner_3pters,%_corner_3_made,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,predator_offense,predator_defense,predator_total,pace_impact
464,Eric Paschall,pascher01,23,2020,GSW,1334,0.312,5.4,13.8,9.4,10.6,1.0,0.8,11.3,21.5,0.8,0.5,1.4,0.049,.486,10.9,.804,.331,.237,.100,.137,.196,.536,.715,.406,.444,.392,.283,.545,.104,51,.967,.236,.280,-1.7333275494237832,-2.4693012792761917,-4.202628828699974,-1.5015010362662569,-5.306773508517533,-6.8082745447837905,-1.690222203617405,-3.180108109704317,-4.8703303133217215,-1.470805465787321,-1.470805465787321,-2.703907957996696,-3.179162119033043,-5.883070077029738,-0.4779770903474963
465,Patrick Patterson,pattepa01,30,2020,LAC,578,0.191,5.3,15.3,10.4,6.8,0.5,0.5,7.2,14.9,0.8,0.6,1.4,0.117,.399,20.5,.247,.118,.056,.034,.039,.753,.477,.524,.500,.500,.286,.373,.810,.051,7,1.000,.381,.412,0.0237593751231641,0.6458889733951588,0.669648348518323,-0.1635915291046666,3.232741522621122,3.0691499935164552,-0.0517956325067696,1.1846120569075291,1.132816424400759,1.147135345662331,1.147135345662331,-0.3971276074501235,-0.1865820892613885,-0.5837096967115121,0.1879920305872251
466,Chris Paul,paulch01,34,2020,OKC,1716,0.318,1.3,15.8,8.8,32.9,2.4,0.4,12.7,22.8,4.8,2.2,7.1,0.198,.487,17.2,.645,.065,.126,.313,.141,.355,.554,.848,.506,.527,.520,.365,.134,.000,0,.326,.103,.269,5.607715154542478,-2.357172562498218,3.25054259204426,5.914339867601643,-1.8226540777891809,4.091685789812462,6.0072107956732825,-2.4394151918546756,3.567795603818607,5.621545745803249,5.621545745803249,4.918393988015307,-1.055080737127148,3.863313250888158,-0.2909023223392472
467,Elfrid Payton,paytoel01,25,2020,NYK,988,0.157,4.4,14.0,9.0,37.7,3.0,1.5,15.9,19.4,0.3,1.1,1.3,0.065,.430,8.9,.834,.390,.281,.107,.056,.166,.468,.554,.400,.342,.450,.237,.187,.022,8,.857,.169,.300,-0.4444403776861062,1.5904551279689352,1.146014750282828,2.6416193516043234,-0.7842303032826389,1.857389048321684,0.2425656351723587,1.2320854003428179,1.4746510355151767,2.1235351716730158,2.1235351716730158,-0.5764325140888514,1.5711371582053681,0.9947046441165168,-0.2882542588095239
468,Gary Payton II,paytoga02,27,2020,WAS,406,0.075,6.5,13.3,9.7,14.3,3.7,1.5,14.7,13.2,0.1,0.3,0.4,0.048,.407,11.2,.620,.444,.139,.028,.009,.380,.478,.625,.067,.000,1.000,.293,.625,.102,10,1.000,.415,.294,-1.744521441706194,-0.0718086583593898,-1.8163301000655838,-5.699480852760337,-3.924671296280787,-9.624152149041123,-2.688766491653631,-0.7731873190630802,-3.461953810716712,-0.1479040589312243,-0.1479040589312243,-2.6897407103323165,0.3365983424765594,-2.353142367855757,0.2968465199029585
469,Theo Pinson,pinsoth01,24,2020,BRK,342,0.107,3.1,11.1,7.2,21.8,2.1,0.5,16.9,23.1,-1.0,0.4,-0.6,-0.079,.296,15.9,.487,.349,.092,.033,.013,.513,.405,.491,.143,.000,1.000,.192,.167,.026,2,.667,.038,.000,-5.257356472131102,1.934319131718848,-3.3230373404122533,-3.451045582869364,4.381420842921152,0.9303752600517868,-5.168378127784559,2.539477616608148,-2.62890051117641,0.0213835080675719,0.0213835080675719,-3.269501727608801,1.012493140733871,-2.257008586874929,0.028215566577016002
470,Jordan Poole,poolejo01,20,2020,GSW,1033,0.229,0.6,9.9,5.1,13.6,1.4,0.8,9.9,20.5,-1.7,0.4,-1.3,-0.062,.310,19.5,.466,.122,.085,.085,.174,.534,.360,.472,.378,.351,.276,.266,.479,.002,1,.855,.107,.360,-3.061637385674875,-2.59744981355329,-5.659087199228165,-3.186868039824849,1.789031434664882,-1.3978366051599669,-3.179984471961434,-1.8260577708281207,-5.006042242789555,-1.228026630977252,-1.228026630977252,-3.6104257930997985,-1.967317858203739,-5.577743651303537,0.18116355692751798
471,Kevin Porter Jr.,porteke02,19,2020,CLE,952,0.222,2.0,13.6,7.7,13.1,1.9,0.6,17.2,20.3,-0.2,0.4,0.2,0.01,.451,13.9,.640,.286,.129,.111,.114,.360,.513,.750,.378,.256,.325,.341,.417,.091,31,.791,.206,.462,-2.103055481741046,-2.4969708867868707,-4.600026368527917,-5.138076621279043,-0.2404145614865607,-5.378491182765603,-2.812539890379207,-2.065121626818783,-4.877661517197991,-1.067667860673428,-1.067667860673428,-2.3299151062955668,-2.010642760522843,-4.340557866818409,0.4733929184241215
472,Michael Porter Jr.,portemi01,21,2020,DEN,556,0.16399999999999998,8.5,25.5,16.9,8.1,1.5,2.9,10.5,22.2,1.0,0.9,1.9,0.165,.502,13.2,.636,.336,.146,.049,.105,.364,.548,.711,.333,.250,.462,.422,.605,.117,24,.816,.222,.500,1.6984003382629218,0.0420689370624062,1.7404692753253281,2.5895514194166003,-3.251423195082277,-0.6618717756656762,1.956897546867557,-0.6770026796347522,1.279894867232805,1.165319516831325,1.165319516831325,2.207735128556025,-0.6099100126410137,1.597825115915012,0.6841207783157642
474,Bobby Portis,portibo01,24,2020,NYK,1142,0.159,6.7,20.7,13.4,11.8,1.2,0.8,10.4,20.9,0.5,0.8,1.4,0.057,.434,13.9,.663,.215,.219,.101,.128,.337,.474,.577,.453,.367,.419,.356,.533,.027,11,.983,.202,.424,-1.938096758829349,-1.3957180774990172,-3.333814836328367,-2.8167224725586832,-1.1581437201643907,-3.974866192723074,-2.164336191929574,-1.39534504075676,-3.559681232686334,-0.4812562721892379,-0.4812562721892379,-2.098734858329041,-1.8099323353066108,-3.908667193635653,-0.3500443284784538
475,Kristaps Porzingis,porzikr01,24,2020,DAL,1283,0.293,5.7,25.3,15.7,7.4,1.1,5.2,8.8,26.4,1.2,1.9,3.1,0.116,.418,16.5,.563,.186,.130,.171,.076,.437,.469,.746,.259,.366,.380,.353,.676,.095,59,.960,.031,.556,-0.5212171783187951,1.209642165913337,0.6884249875945414,0.2442901027301646,2.134260490556681,2.3785505932868456,-0.5317287678443346,1.4926732761711652,0.96094450832683,2.5138346423046394,2.5138346423046394,1.5735676988890601,1.2421436552626122,2.8157113541516723,0.8316947399393191
476,Dwight Powell,poweldw01,28,2020,DAL,1061,0.485,7.5,14.8,11.2,7.7,1.6,1.8,11.5,12.7,2.7,1.0,3.7,0.166,.638,6.1,.830,.677,.135,.013,.004,.170,.716,.813,.323,.000,.000,.256,.809,.279,57,1.000,.308,.333,-0.963915275805768,0.6981601720691999,-0.2657551037365682,3.113104472437763,0.3715749536292237,3.484679426066987,-0.2027858118294238,0.6873579294380372,0.4845721176086134,1.7409687093993593,1.7409687093993593,0.6239898282861921,0.7747370515962654,1.398726879882457,-0.581334733216535
477,Norman Powell,powelno01,26,2020,TOR,1072,0.237,2.2,12.0,7.2,9.2,2.1,1.3,10.9,20.9,1.6,1.6,3.3,0.147,.498,13.9,.545,.358,.123,.024,.040,.455,.578,.669,.385,.400,.471,.401,.662,.062,23,.948,.313,.433,0.8844657448554148,0.3379245707805606,1.2223903156359752,-0.6030591702773987,1.8250955522862,1.222036382008801,0.5947263241066529,0.633089463449817,1.2278157875564701,2.187346855106708,2.187346855106708,0.7034875807220013,0.672130772540551,1.375618353262552,0.5506588754911752
478,Julius Randle,randlju01,25,2020,NYK,1741,0.333,7.1,24.6,15.5,16.4,1.2,1.0,14.4,27.5,0.4,1.5,1.9,0.051,.453,10.8,.755,.348,.231,.096,.080,.245,.514,.633,.437,.427,.324,.263,.378,.054,43,.927,.144,.400,-1.626752477839905,-0.3780350780966789,-2.0047875559365838,0.253928926480007,2.462949658996785,2.716878585476792,-1.243758959300336,0.2228237805675655,-1.02093517873277,1.560276992893705,1.560276992893705,-1.2487064538169501,-0.0835181669762508,-1.332224620793201,-0.0759184243768493
479,Cam Reddish,reddica01,20,2020,ATL,1247,0.228,2.6,13.0,7.7,8.4,1.8,1.5,14.0,18.5,-1.5,0.6,-0.9,-0.033,.357,15.3,.552,.223,.141,.087,.102,.448,.400,.534,.323,.300,.298,.304,.520,.045,10,.857,.290,.333,-3.695898147549406,0.2820044364737762,-3.4138937110756298,-2.7233242631887697,-0.0300322191403766,-2.753356482329147,-3.679576886931411,0.2968277662678265,-3.382749120663584,-0.4312976398632294,-0.4312976398632294,-2.99914081151756,-0.0772140935014461,-3.076354905019006,1.0021694633589109
480,JJ Redick,redicjj01,35,2020,NOP,1359,0.298,0.7,9.6,5.1,10.5,0.6,0.5,9.1,20.2,3.3,0.4,3.6,0.128,.450,21.0,.382,.072,.052,.059,.199,.618,.446,.575,.241,.364,.477,.452,.811,.000,0,.929,.151,.500,2.495206977541958,-2.9208779394552247,-0.4256709619132666,0.2619026447884395,-2.17823286813677,-1.91633022334833,2.1605662841028552,-2.935687731525694,-0.7751214474228396,1.4078349768112257,1.4078349768112257,2.737156193444499,-2.919295650851388,-0.1821394574068895,1.274527247011197
481,Josh Richardson,richajo01,26,2020,PHI,1264,0.233,2.8,8.6,5.7,15.6,1.5,1.7,13.4,21.8,0.4,1.5,1.9,0.071,.432,16.3,.621,.173,.130,.152,.166,.379,.494,.604,.412,.350,.575,.332,.404,.019,10,.803,.121,.333,-0.1513998766473863,1.039259344713394,0.8878594680660072,0.5383452903231692,1.894322964108094,2.432668254431263,-0.003311590411104,1.234276000256243,1.230964409845138,2.6905484947571834,2.6905484947571834,0.5746726417486868,1.875126174793302,2.449798816541989,-0.3313769514500001
482,Austin Rivers,riverau01,27,2020,HOU,1181,0.209,1.7,9.2,5.4,9.0,1.3,0.7,6.9,15.1,0.9,0.8,1.7,0.068,.414,15.6,.459,.266,.156,.032,.005,.541,.500,.584,.424,.167,.500,.341,.310,.003,1,.743,.220,.400,-0.4579609817091082,-1.548711165274778,-2.006672146983886,3.865773651959032,-3.4110489229648135,0.4547247289942171,0.3429087355020248,-2.043599484571626,-1.7006907490696006,0.6521853328301024,0.6521853328301024,0.0070723339714362,-1.9679085989124083,-1.960836264940972,-0.3152724807357155
483,Duncan Robinson,robindu01,25,2020,MIA,1573,0.091,0.6,11.3,6.2,7.1,0.9,0.8,7.6,15.5,2.7,1.3,4.0,0.121,.457,23.2,.120,.068,.029,.008,.016,.880,.629,.857,.467,.000,.250,.434,.846,.004,2,.954,.240,.459,2.0535423488952733,-1.1362212866944752,0.9173210622007986,5.9771589745476446,1.037898634982503,7.015057609530149,2.9605698471704733,-0.7565053358952772,2.2040645112751966,4.13539144254345,4.13539144254345,2.668626597874473,-0.9974914099395484,1.671135187934924,-0.1794225251579046
484,Glenn Robinson III,robingl02,26,2020,PHI,1541,0.14300000000000002,4.5,11.7,7.9,8.9,1.4,0.9,8.5,16.7,1.6,0.7,2.3,0.071,.481,14.7,.665,.197,.170,.124,.174,.335,.522,.680,.465,.460,.443,.400,.773,.065,28,.912,.371,.429,1.632623751393981,4.209627289468695,5.842251040862679,12.589061797557811,-7.796827872904194,4.792233924653613,4.043034383929664,1.9223695921929267,5.96540397612259,0.2567196229645646,0.2567196229645646,5.914292850166537,3.8106845103928797,9.724977360559416,-0.4680307608216264
485,Glenn Robinson III,robingl02,26,2020,GSW,1541,0.14300000000000002,4.5,11.7,7.9,8.9,1.4,0.9,8.5,16.7,1.6,0.7,2.3,0.071,.481,14.7,.665,.197,.170,.124,.174,.335,.522,.680,.465,.460,.443,.400,.773,.065,28,.912,.371,.429,-1.222469069175346,-1.733581593689229,-2.9560506628645737,0.7179976328065543,-2.942097432603069,-2.224099799796515,-0.8378081429805108,-2.062662159654527,-2.900470302635038,-0.1157993874839998,-0.1157993874839998,-1.623887074128343,-1.383026983705528,-3.006914057833871,-0.5118157476255429
486,Glenn Robinson III,robingl02,26,2020,PHI,1516,0.146,4.5,11.8,8.0,8.9,1.4,0.8,8.5,16.6,1.6,0.6,2.2,0.07,.481,14.7,.665,.197,.170,.124,.174,.335,.522,.680,.465,.460,.443,.400,.773,.065,28,.912,.371,.429,1.632623751393981,4.209627289468695,5.842251040862679,12.589061797557811,-7.796827872904194,4.792233924653613,4.043034383929664,1.9223695921929267,5.96540397612259,0.2567196229645646,0.2567196229645646,5.914292850166537,3.8106845103928797,9.724977360559416,-0.4680307608216264
487,Glenn Robinson III,robingl02,26,2020,GSW,1516,0.146,4.5,11.8,8.0,8.9,1.4,0.8,8.5,16.6,1.6,0.6,2.2,0.07,.481,14.7,.665,.197,.170,.124,.174,.335,.522,.680,.465,.460,.443,.400,.773,.065,28,.912,.371,.429,-1.222469069175346,-1.733581593689229,-2.9560506628645737,0.7179976328065543,-2.942097432603069,-2.224099799796515,-0.8378081429805108,-2.062662159654527,-2.900470302635038,-0.1157993874839998,-0.1157993874839998,-1.623887074128343,-1.383026983705528,-3.006914057833871,-0.5118157476255429
490,Jerome Robinson,robinje01,22,2020,WAS,531,0.139,1.0,13.2,7.1,12.2,1.2,1.3,14.9,14.7,-0.6,0.6,-0.1,-0.006,.338,17.4,.507,.140,.125,.118,.125,.493,.391,.632,.176,.500,.235,.284,.407,.022,2,.895,.269,.111,-2.035496279831626,-2.009049818259252,-4.044546098090878,-6.820662819859995,2.065885469296477,-4.754777350563517,-3.20441221744057,-1.238503488794695,-4.442915706235264,-0.0600027565420658,-0.0600027565420658,-3.719169633361116,-1.60797564422796,-5.327145277589078,0.6944958936961342
491,Jerome Robinson,robinje01,22,2020,LAC,531,0.139,1.0,13.2,7.1,12.2,1.2,1.3,14.9,14.7,-0.6,0.6,-0.1,-0.006,.338,17.4,.507,.140,.125,.118,.125,.493,.391,.632,.176,.500,.235,.284,.407,.022,2,.895,.269,.111,-4.2418146275712445,-0.0533928703220958,-4.29520749789334,-2.6050680613786947,4.812612623692447,2.207544562313751,-4.19980855419445,0.9014117418520022,-3.2983968123424483,-0.1341059429083837,-0.1341059429083837,-3.983840094054365,0.3165183552960265,-3.667321738758338,0.7085393514733452
492,Jerome Robinson,robinje01,22,2020,WAS,531,0.139,1.0,13.2,7.1,12.2,1.2,1.3,14.9,14.7,-0.6,0.6,-0.1,-0.006,.357,15.8,.607,.179,.143,.107,.179,.393,.353,.600,.250,.333,.200,.364,.500,.036,0,1.000,.545,.333,-2.035496279831626,-2.009049818259252,-4.044546098090878,-6.820662819859995,2.065885469296477,-4.754777350563517,-3.20441221744057,-1.238503488794695,-4.442915706235264,-0.0600027565420658,-0.0600027565420658,-3.719169633361116,-1.60797564422796,-5.327145277589078,0.6944958936961342
493,Jerome Robinson,robinje01,22,2020,LAC,531,0.139,1.0,13.2,7.1,12.2,1.2,1.3,14.9,14.7,-0.6,0.6,-0.1,-0.006,.357,15.8,.607,.179,.143,.107,.179,.393,.353,.600,.250,.333,.200,.364,.500,.036,0,1.000,.545,.333,-4.2418146275712445,-0.0533928703220958,-4.29520749789334,-2.6050680613786947,4.812612623692447,2.207544562313751,-4.19980855419445,0.9014117418520022,-3.2983968123424483,-0.1341059429083837,-0.1341059429083837,-3.983840094054365,0.3165183552960265,-3.667321738758338,0.7085393514733452
494,Jerome Robinson,robinje01,22,2020,WAS,476,0.14,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,-0.6,0.5,0.0,-0.004,.338,17.4,.507,.140,.125,.118,.125,.493,.391,.632,.176,.500,.235,.284,.407,.022,2,.895,.269,.111,-2.035496279831626,-2.009049818259252,-4.044546098090878,-6.820662819859995,2.065885469296477,-4.754777350563517,-3.20441221744057,-1.238503488794695,-4.442915706235264,-0.0600027565420658,-0.0600027565420658,-3.719169633361116,-1.60797564422796,-5.327145277589078,0.6944958936961342
495,Jerome Robinson,robinje01,22,2020,LAC,476,0.14,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,-0.6,0.5,0.0,-0.004,.338,17.4,.507,.140,.125,.118,.125,.493,.391,.632,.176,.500,.235,.284,.407,.022,2,.895,.269,.111,-4.2418146275712445,-0.0533928703220958,-4.29520749789334,-2.6050680613786947,4.812612623692447,2.207544562313751,-4.19980855419445,0.9014117418520022,-3.2983968123424483,-0.1341059429083837,-0.1341059429083837,-3.983840094054365,0.3165183552960265,-3.667321738758338,0.7085393514733452
496,Jerome Robinson,robinje01,22,2020,WAS,476,0.14,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,-0.6,0.5,0.0,-0.004,.357,15.8,.607,.179,.143,.107,.179,.393,.353,.600,.250,.333,.200,.364,.500,.036,0,1.000,.545,.333,-2.035496279831626,-2.009049818259252,-4.044546098090878,-6.820662819859995,2.065885469296477,-4.754777350563517,-3.20441221744057,-1.238503488794695,-4.442915706235264,-0.0600027565420658,-0.0600027565420658,-3.719169633361116,-1.60797564422796,-5.327145277589078,0.6944958936961342
497,Jerome Robinson,robinje01,22,2020,LAC,476,0.14,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,-0.6,0.5,0.0,-0.004,.357,15.8,.607,.179,.143,.107,.179,.393,.353,.600,.250,.333,.200,.364,.500,.036,0,1.000,.545,.333,-4.2418146275712445,-0.0533928703220958,-4.29520749789334,-2.6050680613786947,4.812612623692447,2.207544562313751,-4.19980855419445,0.9014117418520022,-3.2983968123424483,-0.1341059429083837,-0.1341059429083837,-3.983840094054365,0.3165183552960265,-3.667321738758338,0.7085393514733452
502,Rajon Rondo,rondora01,33,2020,LAL,797,0.121,2.5,14.6,8.7,33.7,1.8,0.2,21.1,19.4,0.4,1.0,1.4,0.084,.430,13.5,.613,.323,.154,.068,.068,.387,.480,.567,.349,.368,.474,.352,.146,.000,0,.684,.194,.381,0.1786708643799547,-3.5211713888954663,-3.3425005245155113,-0.955639288247318,-2.310535947849708,-3.2661752360970264,-0.1044050443140491,-3.531254817176047,-3.6356598614900966,-0.36712077872057197,-0.36712077872057197,-0.1624182328132129,-2.835316050720055,-2.997734283533268,-0.1931202266426427
503,Derrick Rose,rosede01,31,2020,DET,1180,0.189,2.3,8.4,5.3,41.1,1.5,1.0,13.1,31.2,2.0,0.6,2.6,0.106,.486,11.7,.801,.290,.259,.141,.111,.199,.533,.665,.451,.470,.456,.298,.172,.003,2,.643,.113,.438,2.85355209027823,-2.2303092513461937,0.6232428389320366,2.1306494493263752,-1.9593798991014268,0.1712695502249482,2.892189832748853,-2.282599599733632,0.6095902330152212,2.071240091918015,2.071240091918015,2.227360309111684,-3.3828561289465564,-1.155495819834873,0.4562996969530205
504,Terrence Ross,rosste01,28,2020,ORL,1419,0.207,0.8,11.7,6.0,6.5,2.0,1.2,7.2,22.5,0.0,1.7,1.7,0.057,.385,20.6,.413,.081,.072,.102,.158,.587,.473,.750,.348,.400,.436,.323,.584,.027,14,.876,.077,.414,0.6288772633082795,-1.167259409692166,-0.5383821463838865,-4.795009360423628,1.58589575031975,-3.209113610103878,-0.4009459792490699,-0.7052902317253599,-1.10623621097443,1.2087904206413078,1.2087904206413078,0.2818075331017647,-0.3686770190282631,-0.0868694859264983,-0.3979671068055839
505,Terry Rozier,roziete01,25,2020,CHA,1814,0.211,2.5,12.4,7.2,20.3,1.5,0.5,12.7,23.9,1.3,0.9,2.2,0.057,.419,15.5,.547,.223,.149,.099,.076,.453,.444,.564,.355,.375,.355,.390,.310,.009,6,.811,.199,.411,0.0118988224456042,-0.4039533427398844,-0.3920545202942802,-5.853468528159393,-3.126604551232603,-8.980073079391996,-1.1290445510825868,-0.9579529655712048,-2.086997516653792,0.630965697556268,0.630965697556268,-1.134665961283211,-1.3567692812948993,-2.4914352425781097,-0.7435256432595472
506,Ricky Rubio,rubiori01,29,2020,PHO,1472,0.29,2.6,13.2,7.8,38.6,2.1,0.5,17.9,20.0,1.3,1.3,2.6,0.086,.402,13.8,.697,.253,.132,.134,.178,.303,.431,.530,.290,.486,.355,.335,.306,.000,0,.868,.285,.400,0.1888859024094371,-0.27682821298627697,-0.0879423105768398,2.658563930399163,2.097258367240697,4.7558222976398605,0.7168211809105778,0.2137914767646856,0.9306126576752634,2.9091205733976735,2.9091205733976735,0.0921797069979641,1.0206111297989409,1.112790836796905,0.9422968906187214
507,D'Angelo Russell,russeda01,23,2020,GSW,1127,0.227,1.4,11.2,6.1,36.6,1.4,0.8,13.0,32.0,1.1,0.5,1.6,0.067,.412,18.8,.490,.098,.098,.157,.137,.510,.480,.600,.600,.625,.143,.346,.000,.000,0,.333,.115,.000,4.122736694036374,-4.122465827873622,0.0002708661627517,0.1443208731047705,-3.8876761020009436,-3.743355228896172,3.7334896409413014,-4.316092327015967,-0.5826026860746643,1.1919949291374627,1.1919949291374627,3.4522600467102005,-3.786033946416517,-0.3337738997063169,1.726896648989792
508,D'Angelo Russell,russeda01,23,2020,MIN,1127,0.227,1.4,11.2,6.1,36.6,1.4,0.8,13.0,32.0,1.1,0.5,1.6,0.067,.412,18.8,.490,.098,.098,.157,.137,.510,.480,.600,.600,.625,.143,.346,.000,.000,0,.333,.115,.000,5.825140406649896,-2.882139259959473,2.943001146690424,1.2383046628052972,-10.34055349740596,-9.102248834600662,5.301950938153789,-4.603785781784985,0.6981651563688045,0.1800546095645022,0.1800546095645022,6.651734776783375,-3.3846764173331882,3.267058359450186,1.360794261746308
509,D'Angelo Russell,russeda01,23,2020,GSW,1127,0.227,1.4,11.2,6.1,36.6,1.4,0.8,13.0,32.0,1.1,0.5,1.6,0.067,.430,19.2,.494,.068,.124,.159,.143,.506,.487,.767,.380,.396,.549,.374,.275,.005,3,.608,.090,.483,4.122736694036374,-4.122465827873622,0.0002708661627517,0.1443208731047705,-3.8876761020009436,-3.743355228896172,3.7334896409413014,-4.316092327015967,-0.5826026860746643,1.1919949291374627,1.1919949291374627,3.4522600467102005,-3.786033946416517,-0.3337738997063169,1.726896648989792
510,D'Angelo Russell,russeda01,23,2020,MIN,1127,0.227,1.4,11.2,6.1,36.6,1.4,0.8,13.0,32.0,1.1,0.5,1.6,0.067,.430,19.2,.494,.068,.124,.159,.143,.506,.487,.767,.380,.396,.549,.374,.275,.005,3,.608,.090,.483,5.825140406649896,-2.882139259959473,2.943001146690424,1.2383046628052972,-10.34055349740596,-9.102248834600662,5.301950938153789,-4.603785781784985,0.6981651563688045,0.1800546095645022,0.1800546095645022,6.651734776783375,-3.3846764173331882,3.267058359450186,1.360794261746308
511,D'Angelo Russell,russeda01,23,2020,GSW,1060,0.227,1.4,11.4,6.2,36.4,1.4,0.8,12.6,32.1,1.0,0.4,1.4,0.063,.412,18.8,.490,.098,.098,.157,.137,.510,.480,.600,.600,.625,.143,.346,.000,.000,0,.333,.115,.000,4.122736694036374,-4.122465827873622,0.0002708661627517,0.1443208731047705,-3.8876761020009436,-3.743355228896172,3.7334896409413014,-4.316092327015967,-0.5826026860746643,1.1919949291374627,1.1919949291374627,3.4522600467102005,-3.786033946416517,-0.3337738997063169,1.726896648989792
512,D'Angelo Russell,russeda01,23,2020,MIN,1060,0.227,1.4,11.4,6.2,36.4,1.4,0.8,12.6,32.1,1.0,0.4,1.4,0.063,.412,18.8,.490,.098,.098,.157,.137,.510,.480,.600,.600,.625,.143,.346,.000,.000,0,.333,.115,.000,5.825140406649896,-2.882139259959473,2.943001146690424,1.2383046628052972,-10.34055349740596,-9.102248834600662,5.301950938153789,-4.603785781784985,0.6981651563688045,0.1800546095645022,0.1800546095645022,6.651734776783375,-3.3846764173331882,3.267058359450186,1.360794261746308
513,D'Angelo Russell,russeda01,23,2020,GSW,1060,0.227,1.4,11.4,6.2,36.4,1.4,0.8,12.6,32.1,1.0,0.4,1.4,0.063,.430,19.2,.494,.068,.124,.159,.143,.506,.487,.767,.380,.396,.549,.374,.275,.005,3,.608,.090,.483,4.122736694036374,-4.122465827873622,0.0002708661627517,0.1443208731047705,-3.8876761020009436,-3.743355228896172,3.7334896409413014,-4.316092327015967,-0.5826026860746643,1.1919949291374627,1.1919949291374627,3.4522600467102005,-3.786033946416517,-0.3337738997063169,1.726896648989792
514,D'Angelo Russell,russeda01,23,2020,MIN,1060,0.227,1.4,11.4,6.2,36.4,1.4,0.8,12.6,32.1,1.0,0.4,1.4,0.063,.430,19.2,.494,.068,.124,.159,.143,.506,.487,.767,.380,.396,.549,.374,.275,.005,3,.608,.090,.483,5.825140406649896,-2.882139259959473,2.943001146690424,1.2383046628052972,-10.34055349740596,-9.102248834600662,5.301950938153789,-4.603785781784985,0.6981651563688045,0.1800546095645022,0.1800546095645022,6.651734776783375,-3.3846764173331882,3.267058359450186,1.360794261746308
519,Domantas Sabonis,sabondo01,23,2020,IND,1799,0.35,9.8,30.0,20.0,21.0,1.0,1.3,14.9,23.3,3.5,2.7,6.2,0.166,.536,7.3,.921,.506,.228,.049,.138,.079,.563,.682,.377,.389,.495,.224,.655,.061,43,1.000,.086,.200,0.7751608641397312,-0.637845552991871,0.1373153111478602,2.0528198178059878,1.9205333411966101,3.973353159002598,1.064395961102122,-0.1651650817659641,0.8992308793361579,3.4018993856772597,3.4018993856772597,1.2953660235457118,0.3044483239018604,1.5998143474475717,-0.4905011166351452
521,Dario Saric,saricda01,25,2020,PHO,1189,0.174,6.7,20.4,13.4,10.8,1.2,0.9,12.3,17.2,0.9,1.1,2.0,0.079,.441,14.7,.524,.295,.134,.033,.063,.476,.558,.658,.358,.538,.520,.312,.664,.013,5,.983,.196,.189,-1.192324087136884,0.3446956457261149,-0.8476284414107691,-0.7353771959204985,-2.3629061119208266,-3.098283307841326,-1.1760939297052528,-0.1867432719546034,-1.3628372016598558,0.8611866589883828,0.8611866589883828,-1.628696234061871,0.2060576067187407,-1.422638627343131,0.3220163543160479
522,Tomas Satoransky,satorto01,28,2020,CHI,1575,0.229,3.8,10.4,7.0,27.5,2.2,0.4,17.2,16.7,2.0,1.5,3.5,0.107,.441,13.2,.627,.282,.206,.096,.043,.373,.502,.594,.436,.468,.286,.339,.338,.033,14,.903,.284,.385,-0.164493723774569,0.8369993389120493,0.6725056151374802,2.8596874626291333,0.3241006187722406,3.183788081401374,0.5171173964675206,0.7868977356812413,1.3040151321487619,3.3758280722859166,3.3758280722859166,0.15686849818032098,1.029531855645023,1.186400353825344,0.0706264292884029
523,Admiral Schofield,schofad01,22,2020,WAS,292,0.173,2.2,10.8,6.3,6.2,1.3,0.9,8.0,12.5,0.1,0.0,0.1,0.019,.400,17.9,.373,.187,.107,.067,.013,.627,.571,.571,.500,.600,1.000,.298,.688,.040,2,1.000,.277,.462,-1.6434770590130512,-3.713603276080121,-5.357080335093173,-2.5055003252827452,-0.7157332643949437,-3.221233589677689,-1.925874018800433,-3.209486956025519,-5.135360974825952,-0.3541898866023683,-0.3541898866023683,-1.6379523377103762,-3.794757904664013,-5.432710242374392,-0.3380157619508191
524,Dennis Schroder,schrode01,26,2020,OKC,1685,0.226,1.2,12.0,6.8,21.5,1.0,0.7,13.4,27.3,1.7,1.4,3.1,0.08900000000000001,.470,14.9,.657,.222,.128,.172,.134,.343,.515,.647,.454,.441,.451,.384,.351,.004,3,.847,.100,.586,0.6241372348216034,-0.655372275997917,-0.0312350411763136,-3.154786683985011,10.15408263547994,6.99929595149493,-0.1392270185492577,1.513387982167217,1.374160963617959,3.6339329960582214,3.6339329960582214,-0.5043286539686553,1.226137286421631,0.7218086324529753,0.7758219197895859
