Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
319,Alfonzo McKinnie\mckinal01,SF,27,CLE,37,531,8.2,.479,.388,.191,6.4,14.9,10.6,3.4,1.9,1.0,12.2,15.1,,-0.2,0.3,0.0,.003,,-3.7,-1.4,-5.1,-0.4
320,Jordan McLaughlin\mclaujo01,PG,23,MIN,19,362,14.8,.545,.455,.136,0.8,8.7,4.6,29.5,2.5,0.5,10.7,14.9,,0.6,0.3,0.9,.116,,-0.1,-1.9,-2.0,0.0
321,Ben McLemore\mclembe01,SG,26,HOU,54,1276,11.5,.609,.829,.136,1.4,8.3,4.8,5.4,1.2,0.8,8.5,15.9,,1.7,0.8,2.5,.093,,0.7,-2.2,-1.4,0.2
322,Jordan McRae\mcraejo01,SG,28,TOT,31,679,15.5,.526,.342,.270,2.8,15.0,8.7,18.5,1.4,2.0,9.5,24.4,,0.6,0.2,0.8,.058,,-0.3,-1.9,-2.2,0.0
322,Jordan McRae\mcraejo01,SG,28,WAS,29,654,15.3,.523,.334,.262,2.7,14.9,8.6,18.5,1.4,2.0,9.7,24.8,,0.5,0.2,0.7,.050,,-0.5,-2.0,-2.4,-0.1
322,Jordan McRae\mcraejo01,SG,28,DEN,2,25,21.0,.666,.800,.800,4.4,17.7,11.0,20.6,2.0,3.6,0.0,11.7,,0.1,0.0,0.1,.283,,3.9,1.4,5.3,0.0
323,Nicolò Melli\mellini01,C,29,NOP,43,681,12.0,.592,.639,.190,3.7,15.0,9.3,9.4,1.6,1.7,12.6,15.3,,0.7,0.6,1.3,.090,,-0.1,-0.4,-0.5,0.2
324,De'Anthony Melton\meltode01,PG,21,MEM,41,755,15.7,.534,.286,.309,3.8,16.8,10.4,21.9,3.3,1.5,16.4,20.2,,0.4,1.1,1.5,.093,,-1.0,1.8,0.9,0.5
325,Chimezie Metu\metuch01,PF,22,SAS,15,64,25.9,.584,.000,.276,15.2,23.4,19.3,12.6,0.8,5.5,8.4,24.1,,0.2,0.1,0.2,.186,,0.7,0.2,0.9,0.0
326,Khris Middleton\middlkh01,SF,28,MIL,47,1389,21.9,.624,.372,.234,2.7,16.8,10.2,22.0,1.5,0.4,11.0,25.6,,3.9,2.6,6.5,.223,,3.7,0.4,4.2,2.2
327,Eric Mika\mikaer01,PF,25,SAC,1,19,14.1,.773,.000,.667,11.5,30.7,20.8,0.0,0.0,0.0,0.0,8.9,,0.1,0.0,0.1,.222,,-2.5,-6.1,-8.6,0.0
328,C.J. Miles\milescj01,SG,32,WAS,10,161,11.1,.472,.593,.339,2.6,5.6,4.0,9.8,2.9,2.1,5.6,18.5,,0.0,0.1,0.1,.033,,-1.1,-1.9,-2.9,0.0
329,Malcolm Miller\millema01,SF,26,TOR,22,117,4.8,.423,.762,.286,0.9,11.5,6.3,8.7,1.6,1.7,11.3,9.8,,-0.1,0.2,0.1,.036,,-4.4,0.9,-3.5,0.0
330,Patty Mills\millspa02,PG,31,SAS,54,1245,14.8,.592,.670,.173,1.6,5.8,3.7,11.9,1.7,0.4,7.9,20.2,,1.9,0.4,2.3,.088,,3.0,-3.3,-0.4,0.5
331,Paul Millsap\millspa01,PF,34,DEN,35,855,18.4,.594,.272,.353,9.0,17.9,13.4,9.5,1.8,2.4,10.5,20.2,,1.9,1.2,3.0,.170,,1.0,0.7,1.7,0.8
332,Shake Milton\miltosh01,SG,23,PHI,22,328,10.2,.551,.509,.268,2.0,13.0,7.5,14.4,1.3,0.3,15.5,19.5,,0.1,0.4,0.4,.065,,-2.0,-1.5,-3.6,-0.1
333,Donovan Mitchell\mitchdo01,SG,23,UTA,53,1825,19.3,.561,.340,.228,2.3,11.0,6.8,21.5,1.6,0.5,11.1,30.9,,2.7,2.0,4.7,.123,,2.1,-0.7,1.4,1.6
334,Naz Mitrou-Long\mitrona01,SG,26,IND,3,43,10.1,.438,.688,.000,0.0,15.4,7.7,22.2,1.1,2.0,11.1,18.5,,0.0,0.0,0.0,.013,,-2.7,-1.0,-3.7,0.0
335,Adam Mokoka\mokokad01,SG,21,CHI,6,22,18.7,.472,.467,.133,19.1,0.0,9.9,0.0,2.2,0.0,0.0,30.8,,0.0,0.0,0.0,.044,,0.4,-9.4,-9.0,0.0
336,Malik Monk\monkma01,SG,21,CHO,52,1086,12.6,.532,.416,.195,2.3,12.7,7.3,16.5,1.1,1.4,12.9,22.5,,0.1,0.5,0.6,.027,,-1.7,-2.0,-3.7,-0.5
337,Matt Mooney\moonema01,SG,22,CLE,2,5,21.7,.500,.500,.000,0.0,22.3,11.0,31.7,0.0,17.1,0.0,17.0,,0.0,0.0,0.0,.182,,-0.4,6.3,5.9,0.0
338,E'Twaun Moore\mooreet01,SG,30,NOP,42,841,11.8,.511,.393,.104,3.4,10.4,6.8,11.1,1.3,0.8,7.3,20.6,,0.3,0.4,0.7,.043,,-1.3,-2.2,-3.5,-0.3
339,Ja Morant\moranja01,PG,20,MEM,48,1435,18.4,.568,.163,.326,2.4,10.0,6.3,35.3,1.6,0.8,17.1,26.1,,1.9,1.0,2.8,.095,,0.9,-1.3,-0.4,0.6
340,Juwan Morgan\morgaju01,PF,22,UTA,13,53,9.4,.577,.308,.000,10.8,17.7,14.4,2.7,0.0,1.6,18.8,13.2,,0.0,0.1,0.1,.069,,-3.1,-1.1,-4.3,0.0
341,Marcus Morris\morrima03,SF-PF,30,TOT,46,1486,16.1,.579,.419,.296,3.4,14.7,8.9,6.9,1.2,1.3,9.3,23.7,,2.2,0.9,3.1,.101,,1.0,-2.0,-0.9,0.4
341,Marcus Morris\morrima03,SF,30,NYK,43,1387,16.6,.582,.415,.311,3.5,14.7,8.9,6.9,1.2,1.2,9.2,24.3,,2.2,0.8,3.0,.104,,1.3,-2.2,-0.9,0.4
341,Marcus Morris\morrima03,PF,30,LAC,3,99,9.4,.516,.500,.000,2.1,15.2,8.8,7.0,1.4,2.7,11.1,15.0,,0.0,0.1,0.1,.061,,-2.7,1.2,-1.5,0.0
342,Markieff Morris\morrima02,PF,30,DET,44,988,12.8,.573,.486,.203,2.7,17.1,9.9,10.9,1.3,0.9,14.2,21.7,,0.4,0.7,1.1,.054,,-0.9,-1.4,-2.3,-0.1
343,Monte Morris\morrimo01,PG,24,DEN,55,1163,15.4,.538,.285,.134,1.8,7.4,4.6,24.6,1.7,0.9,7.7,17.5,,2.1,1.0,3.1,.127,,0.2,-1.6,-1.5,0.2
344,Johnathan Motley\motlejo01,PF,24,LAC,13,41,28.4,.774,.067,.467,7.7,17.2,12.5,32.7,3.4,0.0,21.7,23.3,,0.2,0.1,0.3,.297,,5.3,1.4,6.6,0.1
345,Emmanuel Mudiay\mudiaem01,PG,23,UTA,45,724,13.2,.543,.263,.226,2.5,13.4,8.2,21.7,1.2,1.0,17.1,21.9,,0.2,0.8,1.1,.070,,-1.9,0.0,-1.9,0.0
346,Dejounte Murray\murrade01,PG,23,SAS,50,1228,17.3,.548,.170,.198,5.2,20.1,12.7,23.1,3.2,0.9,16.6,20.0,,1.0,1.4,2.4,.095,,0.2,1.8,2.0,1.2
347,Jamal Murray\murraja01,PG,22,DEN,45,1455,18.0,.557,.342,.217,2.6,10.9,6.7,22.9,1.9,0.8,11.5,25.6,,2.1,1.5,3.6,.119,,1.8,-0.9,0.9,1.1
348,Džanan Musa\musadz01,SF,20,BRK,35,404,8.4,.467,.468,.317,5.0,12.9,9.0,10.9,1.5,0.2,15.5,19.4,,-0.4,0.4,0.1,.008,,-4.3,-1.0,-5.2,-0.3
349,Mike Muscala\muscami01,C,28,OKC,37,463,12.1,.562,.762,.150,3.0,17.6,10.5,9.5,0.7,1.8,7.7,16.2,,0.5,0.5,1.0,.103,,0.1,-0.9,-0.9,0.1
350,Sviatoslav Mykhailiuk\mykhasv01,SF,22,DET,47,1037,11.6,.609,.708,.179,1.4,7.2,4.3,10.7,1.4,0.3,12.0,16.3,,1.2,0.5,1.7,.078,,0.9,-2.2,-1.4,0.2
351,Abdel Nader\naderab01,SF,26,OKC,39,589,10.3,.580,.494,.267,1.9,9.3,5.7,6.1,1.3,1.7,14.3,16.8,,0.2,0.5,0.7,.058,,-1.9,-0.8,-2.8,-0.1
352,Larry Nance\nancela02,C,27,CLE,45,1128,17.2,.609,.396,.172,7.8,24.4,16.1,11.5,1.6,1.6,11.6,15.0,,2.1,0.8,2.9,.123,,1.1,0.7,1.8,1.1
353,Shabazz Napier\napiesh01,PG,28,TOT,40,934,14.4,.548,.565,.316,2.2,11.6,6.8,31.3,2.2,0.7,19.4,19.4,,0.8,0.7,1.5,.079,,0.1,-1.3,-1.2,0.2
353,Shabazz Napier\napiesh01,PG,28,MIN,36,856,14.1,.539,.562,.311,2.0,11.8,6.7,31.8,2.2,0.7,19.1,19.2,,0.7,0.7,1.4,.077,,0.0,-1.2,-1.2,0.2
353,Shabazz Napier\napiesh01,PG,28,WAS,4,78,17.5,.637,.593,.370,4.0,10.1,6.9,26.4,2.4,1.1,22.3,21.5,,0.1,0.0,0.2,.104,,1.8,-2.5,-0.7,0.0
354,Raul Neto\netora01,PG,27,PHI,44,480,10.8,.534,.412,.118,2.5,8.4,5.5,18.9,2.0,0.9,17.9,17.6,,0.0,0.6,0.6,.061,,-2.6,-0.9,-3.5,-0.2
355,Malik Newman\newmama01,SG,22,CLE,1,4,-11.2,.347,.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,25.8,41.3,,0.0,0.0,0.0,-0.504,,-18.9,-10.4,-29.3,0.0
356,Georges Niang\niangge01,PF,26,UTA,48,652,12.6,.617,.683,.101,1.9,12.3,7.3,7.2,0.9,0.6,8.8,16.7,,1.0,0.6,1.6,.118,,1.0,-1.2,-0.2,0.3
357,Nerlens Noel\noelne01,C,25,OKC,46,859,22.3,.708,.014,.396,10.0,20.2,15.3,8.8,2.7,6.6,15.3,15.4,,2.4,1.8,4.2,.234,,1.2,5.2,6.4,1.8
358,Zach Norvell\norveza01,SG,22,TOT,5,41,2.6,.402,.667,.083,0.0,16.2,7.9,10.3,2.3,0.0,19.4,16.0,,-0.1,0.0,-0.1,-0.083,,-7.2,-1.6,-8.8,-0.1
358,Zach Norvell\norveza01,SG,22,LAL,2,5,-5.6,.000,.000,.000,0.0,21.4,11.0,0.0,0.0,0.0,0.0,8.5,,0.0,0.0,0.0,-0.154,,-14.4,-2.9,-17.3,0.0
358,Zach Norvell\norveza01,SG,22,GSW,3,36,3.8,.437,.727,.091,0.0,15.5,7.5,11.8,2.7,0.0,20.8,17.1,,-0.1,0.0,-0.1,-0.073,,-6.2,-1.4,-7.6,-0.1
359,Jaylen Nowell\nowelja01,SG,20,MIN,9,102,8.7,.461,.513,.256,2.0,7.4,4.6,15.8,0.0,0.8,6.5,18.8,,0.0,0.0,0.0,.013,,-3.0,-4.2,-7.2,-0.1
360,Frank Ntilikina\ntilila01,PG,21,NYK,49,1009,9.0,.479,.407,.160,2.0,9.6,5.7,20.4,2.2,1.5,17.9,15.0,,-0.3,0.7,0.5,.023,,-2.8,-0.1,-2.9,-0.2
361,Kendrick Nunn\nunnke01,SG,24,MIA,51,1532,12.8,.529,.411,.108,1.1,8.7,5.1,18.9,1.4,0.6,10.7,23.9,,0.4,1.3,1.6,.051,,-0.7,-2.1,-2.8,-0.3
362,David Nwaba\nwabada01,SF,27,BRK,20,268,14.1,.627,.394,.380,3.2,13.8,8.6,4.3,1.9,3.7,8.8,14.2,,0.4,0.4,0.8,.144,,-1.6,1.5,-0.1,0.1
363,Royce O'Neale\onealro01,PF,26,UTA,54,1579,8.8,.592,.633,.113,1.4,17.1,9.6,11.3,1.2,1.1,14.6,8.7,,1.4,2.0,3.4,.104,,-0.3,2.6,2.3,1.7
364,Kyle O'Quinn\oquinky01,C,29,PHI,22,221,17.5,.552,.328,.172,13.5,26.6,20.1,20.7,0.9,6.5,20.7,16.9,,0.2,0.4,0.7,.145,,-1.0,4.3,3.3,0.3
365,Semi Ojeleye\ojelese01,PF,25,BOS,51,762,7.3,.547,.620,.209,2.9,10.6,6.8,4.7,1.1,0.5,6.6,8.5,,0.6,0.8,1.4,.090,,-1.5,0.0,-1.5,0.1
366,Jahlil Okafor\okafoja01,C,24,NOP,27,420,18.1,.631,.014,.403,11.4,18.0,14.7,12.9,0.8,3.8,17.5,20.1,,0.8,0.4,1.1,.128,,-0.5,0.7,0.2,0.2
367,Elie Okobo\okoboel01,PG,22,PHO,45,608,11.3,.517,.408,.389,2.5,10.9,6.6,21.7,1.7,0.6,13.6,14.9,,0.5,0.5,0.9,.074,,-1.8,-1.0,-2.9,-0.1
368,Josh Okogie\okogijo01,SG,21,MIN,51,1246,11.6,.538,.392,.484,5.7,13.2,9.3,9.0,2.1,1.4,15.3,16.0,,0.5,1.1,1.7,.064,,-1.8,0.6,-1.2,0.3
369,KZ Okpala\okpalkz01,SF,20,MIA,5,26,13.8,.595,.200,.400,4.5,16.4,10.7,5.5,3.8,3.8,14.5,11.7,,0.0,0.1,0.1,.123,,-2.9,3.4,0.5,0.0
370,Victor Oladipo\oladivi01,SG,27,IND,7,175,7.5,.426,.482,.176,3.8,5.0,4.4,16.0,1.1,0.5,11.6,26.1,,-0.3,0.1,-0.2,-0.064,,-3.4,-3.5,-6.9,-0.2
371,Kelly Olynyk\olynyke01,C,28,MIA,48,934,13.3,.609,.581,.258,4.1,21.4,13.2,11.0,1.6,1.6,14.6,16.5,,1.1,1.3,2.4,.121,,-0.2,0.6,0.4,0.6
372,Miye Oni\onimi01,SG,22,UTA,3,8,-5.0,,,,0.0,13.0,6.8,0.0,0.0,0.0,100.0,5.5,,0.0,0.0,0.0,-0.140,,-11.6,0.7,-10.9,0.0
373,Cedi Osman\osmande01,SF,24,CLE,54,1560,10.6,.553,.523,.141,1.8,11.4,6.5,11.7,1.4,0.8,12.6,16.4,,0.8,0.4,1.2,.036,,-0.4,-1.3,-1.7,0.1
374,Kelly Oubre\oubreke01,SF,24,PHO,53,1825,15.3,.566,.378,.303,3.7,17.7,10.6,6.6,1.7,1.8,8.4,22.5,,1.8,1.9,3.7,.098,,-0.3,-0.4,-0.7,0.6
375,Tariq Owens\owensta01,PF,24,PHO,3,15,8.5,.340,.400,.400,14.4,7.5,11.0,0.0,3.1,0.0,0.0,16.7,,0.0,0.0,0.0,.019,,-5.1,-4.3,-9.4,0.0
376,Jeremy Pargo\pargoje01,PG,33,GSW,3,44,12.8,.557,.318,.045,2.4,5.1,3.7,33.5,1.1,0.0,15.1,25.6,,0.0,0.0,0.0,.014,,-0.5,-5.8,-6.4,0.0
377,Jabari Parker\parkeja01,PF,24,ATL,32,837,17.3,.565,.293,.183,6.9,17.8,12.3,11.7,2.3,1.5,12.4,24.1,,0.6,0.7,1.2,.071,,-0.1,-0.6,-0.8,0.3
378,Chandler Parsons\parsoch01,SF,31,ATL,5,54,5.7,.389,.778,.000,2.0,12.1,7.0,7.5,3.4,1.5,14.3,16.2,,-0.1,0.0,-0.1,-0.065,,-5.2,-0.4,-5.5,0.0
379,Eric Paschall\pascher01,PF,23,GSW,50,1334,13.7,.554,.196,.312,5.4,13.8,9.4,10.6,1.0,0.8,11.3,21.5,,0.8,0.5,1.4,.049,,-1.8,-2.0,-3.8,-0.6
380,Anžejs Pasečņiks\pasecan01,C,24,WAS,20,370,12.3,.560,.020,.490,10.5,17.3,13.8,6.2,1.0,2.3,15.1,16.4,,0.3,0.1,0.5,.059,,-2.6,-1.1,-3.7,-0.2
381,Patrick Patterson\pattepa01,PF,30,LAC,45,578,11.6,.567,.753,.191,5.3,15.3,10.4,6.8,0.5,0.5,7.2,14.9,,0.8,0.6,1.4,.117,,0.5,-1.5,-1.0,0.1
382,Justin Patton\pattoju01,C,22,OKC,5,24,4.7,.450,.400,.000,4.8,17.8,11.5,12.5,0.0,0.0,16.7,22.0,,0.0,0.0,0.0,-0.064,,-5.9,-3.0,-8.8,0.0
383,Chris Paul\paulch01,PG,34,OKC,54,1716,21.6,.607,.358,.318,1.3,15.8,8.8,32.9,2.4,0.4,12.7,22.8,,4.8,2.2,7.1,.198,,4.2,0.6,4.8,2.9
384,Elfrid Payton\paytoel01,PG,25,NYK,36,988,15.9,.460,.166,.157,4.4,14.0,9.0,37.7,3.0,1.5,15.9,19.4,,0.3,1.1,1.3,.065,,-0.6,1.2,0.5,0.6
385,Gary Payton\paytoga02,PG,27,WAS,23,406,11.4,.471,.374,.075,6.5,13.3,9.7,14.3,3.7,1.5,14.7,13.2,,0.1,0.3,0.4,.048,,-1.3,1.4,0.1,0.2
386,Norvel Pelle\pelleno01,C,26,PHI,16,164,12.4,.583,.000,.414,9.4,26.6,18.1,5.8,0.3,11.9,25.9,12.2,,0.0,0.4,0.4,.110,,-6.1,6.3,0.2,0.1
387,Theo Pinson\pinsoth01,SG,24,BRK,28,342,5.0,.376,.513,.107,3.1,11.1,7.2,21.8,2.1,0.5,16.9,23.1,,-1.0,0.4,-0.6,-0.079,,-5.9,-0.8,-6.7,-0.4
388,Mason Plumlee\plumlma01,C,29,DEN,43,750,19.2,.609,.019,.543,11.5,23.6,17.6,20.3,1.5,3.3,19.5,18.7,,1.4,1.2,2.5,.161,,0.0,2.9,2.9,0.9
389,Vincent Poirier\poirivi01,C,26,BOS,18,108,12.1,.529,.067,.233,9.1,23.7,16.4,8.9,0.9,5.1,15.4,15.5,,0.1,0.2,0.3,.117,,-4.0,2.4,-1.6,0.0
390,Jakob Pöltl\poeltja01,C,24,SAS,54,922,19.5,.619,.000,.330,11.5,22.8,17.2,14.4,1.4,7.6,15.7,13.2,,2.0,1.2,3.2,.165,,0.3,4.7,4.9,1.6
391,Shamorie Ponds\pondssh01,PG,21,TOR,4,11,33.4,.765,.400,.400,0.0,9.4,4.8,31.8,0.0,8.8,0.0,22.9,,0.1,0.0,0.1,.451,,9.0,-0.1,8.9,0.0
392,Jordan Poole\poolejo01,SG,20,GSW,48,1033,5.8,.420,.538,.229,0.6,9.9,5.1,13.6,1.4,0.8,9.9,20.5,,-1.7,0.4,-1.3,-0.062,,-4.8,-2.7,-7.5,-1.4
393,Kevin Porter\porteke02,SF,19,CLE,42,952,10.8,.547,.363,.222,2.0,13.6,7.7,13.1,1.9,0.6,17.2,20.3,,-0.2,0.4,0.2,.010,,-2.1,-1.3,-3.4,-0.3
394,Michael Porter\portemi01,PF,21,DEN,39,556,19.9,.609,.370,.164,8.5,25.5,16.9,8.1,1.5,2.9,10.5,22.2,,1.0,0.9,1.9,.165,,0.6,-0.2,0.4,0.3
395,Otto Porter\porteot01,SF,26,CHI,9,226,13.5,.544,.476,.238,3.7,11.6,7.5,9.4,1.9,1.2,7.0,18.9,,0.2,0.2,0.5,.098,,-0.6,-0.9,-1.5,0.0
396,Bobby Portis\portibo01,C,24,NYK,55,1142,14.0,.513,.334,.159,6.7,20.7,13.4,11.8,1.2,0.8,10.4,20.9,,0.5,0.8,1.4,.057,,-1.2,-1.1,-2.3,-0.1
397,Kristaps Porziņģis\porzikr01,PF,24,DAL,42,1283,18.5,.537,.433,.293,5.7,25.3,15.7,7.4,1.1,5.2,8.8,26.4,,1.2,1.9,3.1,.116,,-1.0,0.5,-0.5,0.5
398,Dwight Powell\poweldw01,C,28,DAL,40,1061,16.2,.677,.170,.485,7.5,14.8,11.2,7.7,1.6,1.8,11.5,12.7,,2.7,1.0,3.7,.166,,1.5,1.3,2.8,1.3
399,Norman Powell\powelno01,SG,26,TOR,38,1072,16.7,.623,.455,.237,2.2,12.0,7.2,9.2,2.1,1.3,10.9,20.9,,1.6,1.6,3.3,.147,,1.2,0.2,1.5,0.9
400,Julius Randle\randlju01,PF,25,NYK,53,1741,16.9,.529,.246,.333,7.1,24.6,15.5,16.4,1.2,1.0,14.4,27.5,,0.4,1.5,1.9,.051,,-0.5,-0.2,-0.7,0.6
401,Josh Reaves\reavejo02,SG,22,DAL,2,1,-40.3,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.9,,0.0,0.0,0.0,-1.035,,-38.5,-12.3,-50.8,0.0
402,Cam Reddish\reddica01,SF,20,ATL,48,1247,7.5,.467,.452,.228,2.6,13.0,7.7,8.4,1.8,1.5,14.0,18.5,,-1.5,0.6,-0.9,-0.033,,-4.2,-0.9,-5.1,-1.0
403,J.J. Redick\redicjj01,SG,35,NOP,50,1359,15.8,.645,.618,.298,0.7,9.6,5.1,10.5,0.6,0.5,9.1,20.2,,3.3,0.4,3.6,.128,,2.8,-3.2,-0.3,0.6
404,Naz Reid\reidna01,C,20,MIN,19,216,16.4,.533,.500,.172,6.6,19.1,12.6,11.1,1.3,3.8,8.4,27.4,,0.1,0.2,0.4,.084,,-0.1,-1.4,-1.5,0.0
405,Josh Richardson\richajo01,SG,26,PHI,41,1264,12.6,.538,.376,.233,2.8,8.6,5.7,15.6,1.5,1.7,13.4,21.8,,0.4,1.5,1.9,.071,,-1.0,-0.4,-1.5,0.2
406,Austin Rivers\riverau01,SG,27,HOU,50,1181,9.9,.526,.539,.209,1.7,9.2,5.4,9.0,1.3,0.7,6.9,15.1,,0.9,0.8,1.7,.068,,-1.6,-1.4,-3.0,-0.3
407,Duncan Robinson\robindu01,SF,25,MIA,54,1573,12.6,.665,.886,.091,0.6,11.3,6.2,7.1,0.9,0.8,7.6,15.5,,2.7,1.3,4.0,.121,,2.9,-1.6,1.3,1.3
408,Glenn Robinson\robingl02,SF,26,TOT,50,1541,13.3,.576,.331,.143,4.5,11.7,7.9,8.9,1.4,0.9,8.5,16.7,,1.6,0.7,2.3,.071,,-0.4,-1.1,-1.5,0.2
408,Glenn Robinson\robingl02,SF,26,GSW,48,1516,13.2,.574,.335,.146,4.5,11.8,8.0,8.9,1.4,0.8,8.5,16.6,,1.6,0.6,2.2,.070,,-0.4,-1.1,-1.5,0.2
408,Glenn Robinson\robingl02,SF,26,PHI,2,25,20.1,.667,.167,.000,4.4,4.4,4.4,7.6,0.0,3.4,7.7,22.4,,0.0,0.0,0.1,.132,,0.3,-3.0,-2.7,0.0
409,Jerome Robinson\robinje01,SG,22,TOT,45,531,4.9,.424,.497,.139,1.0,13.2,7.1,12.2,1.2,1.3,14.9,14.7,,-0.6,0.6,-0.1,-0.006,,-4.8,0.0,-4.8,-0.4
409,Jerome Robinson\robinje01,SG,22,LAC,42,476,4.8,.423,.493,.140,1.1,11.6,6.5,12.6,1.3,1.5,15.3,14.8,,-0.6,0.5,0.0,-0.004,,-4.8,0.3,-4.5,-0.3
409,Jerome Robinson\robinje01,SG,22,WAS,3,55,4.9,.441,.533,.133,0.0,26.5,12.8,9.2,0.8,0.0,11.2,13.5,,-0.1,0.0,0.0,-0.026,,-5.4,-2.2,-7.6,-0.1
410,Justin Robinson\robinju01,PG,22,WAS,9,49,8.3,.542,.417,.000,2.1,9.2,5.5,18.3,0.0,1.7,20.0,12.7,,0.0,0.0,0.0,.004,,-3.5,-3.5,-7.0,-0.1
411,Mitchell Robinson\robinmi01,C,21,NYK,51,1154,22.5,.719,.000,.427,12.9,18.6,15.6,3.8,1.9,7.7,9.2,13.2,,3.7,1.6,5.3,.221,,1.6,3.7,5.3,2.1
412,Isaiah Roby\robyis01,SF,21,OKC,1,2,-20.2,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,,0.0,0.0,0.0,-0.545,,-22.5,-5.9,-28.4,0.0
413,Rajon Rondo\rondora01,PG,33,LAL,38,797,13.5,.513,.385,.121,2.5,14.6,8.7,33.7,1.8,0.2,21.1,19.4,,0.4,1.0,1.4,.084,,-1.2,-0.4,-1.6,0.1
414,Derrick Rose\rosede01,PG,31,DET,45,1180,21.3,.556,.197,.189,2.3,8.4,5.3,41.1,1.5,1.0,13.1,31.2,,2.0,0.6,2.6,.106,,2.8,-2.5,0.3,0.7
415,Terrence Ross\rosste01,SG,28,ORL,53,1419,12.5,.521,.589,.207,0.8,11.7,6.0,6.5,2.0,1.2,7.2,22.5,,0.0,1.7,1.7,.057,,-1.0,-1.4,-2.4,-0.1
416,Terry Rozier\roziete01,PG,25,CHO,53,1814,14.6,.546,.452,.211,2.5,12.4,7.2,20.3,1.5,0.5,12.7,23.9,,1.3,0.9,2.2,.057,,0.8,-1.7,-0.9,0.5
417,Ricky Rubio\rubiori01,PG,29,PHO,47,1472,14.8,.507,.300,.290,2.6,13.2,7.8,38.6,2.1,0.5,17.9,20.0,,1.3,1.3,2.6,.086,,-0.3,-0.3,-0.7,0.5
418,D'Angelo Russell\russeda01,PG,23,TOT,35,1127,19.4,.561,.504,.227,1.4,11.2,6.1,36.6,1.4,0.8,13.0,32.0,,1.1,0.5,1.6,.067,,4.7,-3.0,1.7,1.1
418,D'Angelo Russell\russeda01,PG,23,GSW,33,1060,19.3,.558,.506,.227,1.4,11.4,6.2,36.4,1.4,0.8,12.6,32.1,,1.0,0.4,1.4,.063,,4.8,-2.9,1.8,1.0
418,D'Angelo Russell\russeda01,PG,23,MIN,2,67,21.5,.623,.486,.229,1.5,8.1,4.7,41.0,2.1,1.2,18.9,29.3,,0.2,0.0,0.2,.145,,3.7,-3.3,0.4,0.0
419,Domantas Sabonis\sabondo01,C,23,IND,52,1799,20.6,.587,.083,.350,9.8,30.0,20.0,21.0,1.0,1.3,14.9,23.3,,3.5,2.7,6.2,.166,,1.5,2.3,3.9,2.7
420,JaKarr Sampson\sampsja02,SF,26,IND,18,248,11.0,.599,.186,.169,4.9,14.2,9.6,2.2,1.2,2.8,8.6,12.3,,0.2,0.3,0.5,.096,,-2.4,0.2,-2.2,0.0
421,Dario Šarić\saricda01,PF,25,PHO,48,1189,12.5,.549,.473,.174,6.7,20.4,13.4,10.8,1.2,0.9,12.3,17.2,,0.9,1.1,2.0,.079,,-0.7,0.0,-0.7,0.4
422,Tomáš Satoranský\satorto01,PG,28,CHI,55,1575,14.4,.554,.374,.229,3.8,10.4,7.0,27.5,2.2,0.4,17.2,16.7,,2.0,1.5,3.5,.107,,0.0,-0.2,-0.2,0.7
423,Admiral Schofield\schofad01,SF,22,WAS,26,292,6.8,.514,.627,.173,2.2,10.8,6.3,6.2,1.3,0.9,8.0,12.5,,0.1,0.0,0.1,.019,,-2.1,-2.4,-4.5,-0.2
424,Dennis Schröder\schrode01,PG,26,OKC,54,1685,17.0,.576,.343,.226,1.2,12.0,6.8,21.5,1.0,0.7,13.4,27.3,,1.7,1.4,3.1,.089,,1.0,-1.6,-0.6,0.6
425,Mike Scott\scottmi01,PF,31,PHI,55,947,9.6,.528,.651,.098,5.1,16.3,10.8,4.5,0.9,0.4,6.5,14.0,,0.6,1.0,1.7,.084,,-1.6,-1.4,-3.0,-0.2
426,Thabo Sefolosha\sefolth01,PF,35,HOU,38,409,10.0,.513,.600,.071,5.3,17.7,11.5,7.7,2.3,2.5,13.8,10.2,,0.2,0.5,0.7,.083,,-2.8,1.8,-1.0,0.1
427,Collin Sexton\sextoco01,SG,21,CLE,54,1737,15.9,.544,.221,.231,3.5,7.5,5.5,14.1,1.5,0.3,10.7,27.0,,1.5,0.2,1.7,.047,,0.0,-3.1,-3.0,-0.5
428,Landry Shamet\shamela01,SG,22,LAC,38,1111,9.7,.621,.756,.162,0.4,6.8,3.7,8.4,0.6,0.6,8.5,13.2,,1.6,0.8,2.5,.107,,1.3,-1.0,0.3,0.6
429,Marial Shayok\shayoma01,SG,24,PHI,2,10,-1.9,.300,.600,.000,0.0,32.7,16.5,13.4,0.0,0.0,16.7,25.9,,-0.1,0.0,0.0,-0.220,,-12.2,-2.7,-15.0,0.0
