,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
127,108,Tyler Cook\cookty01,PF,22,CLE,11,35,24.0,0.752,0.0,0.6,12.5,19.1,15.8,4.5,1.4,0.0,7.3,16.6,,0.2,0.0,0.2,0.243,,2.4,-3.3,-1.0,0.0
128,109,Robert Covington\covinro01,PF,29,TOT,52,1538,13.6,0.5710000000000001,0.639,0.184,2.8,19.0,10.6,6.1,2.6,2.8,12.0,17.7,,0.7,2.1,2.8,0.087,,-0.6,1.3,0.7,1.0
129,109,Robert Covington\covinro01,PF,29,MIN,48,1411,13.6,0.5720000000000001,0.629,0.19,2.6,19.3,10.7,5.9,2.6,2.6,12.0,17.8,,0.6,1.9,2.5,0.084,,-0.6,1.2,0.6,0.9
130,109,Robert Covington\covinro01,PF,29,HOU,4,127,13.7,0.5539999999999999,0.762,0.11900000000000001,4.9,15.7,10.3,7.7,2.6,4.7,12.0,16.3,,0.1,0.2,0.3,0.11,,-0.6,2.0,1.5,0.1
131,110,Allen Crabbe\crabbal01,SG,27,TOT,36,642,6.3,0.475,0.669,0.08,1.8,11.2,6.4,7.0,1.1,0.5,8.1,12.7,,-0.2,0.2,0.0,-0.001,,-3.1,-2.0,-5.2,-0.5
132,110,Allen Crabbe\crabbal01,SG,27,ATL,28,522,7.2,0.48200000000000004,0.65,0.084,2.0,11.5,6.7,7.4,1.3,0.6,7.5,12.8,,0.0,0.1,0.1,0.009000000000000001,,-2.8,-1.8,-4.5,-0.3
133,110,Allen Crabbe\crabbal01,SG,27,MIN,8,120,2.4,0.441,0.75,0.063,0.8,9.9,5.2,5.7,0.0,0.0,10.8,12.7,,-0.1,0.0,-0.1,-0.042,,-4.8,-3.1,-7.9,-0.2
134,111,Torrey Craig\craigto01,SF,29,DEN,42,760,10.0,0.5489999999999999,0.52,0.177,6.1,14.6,10.3,4.9,1.0,3.3,9.2,11.8,,0.6,0.9,1.5,0.095,,-1.5,0.8,-0.7,0.3
135,112,Jae Crowder\crowdja01,SF,29,TOT,48,1413,12.0,0.529,0.6679999999999999,0.243,3.3,18.9,11.2,11.7,1.8,0.9,10.6,15.7,,0.9,1.4,2.3,0.078,,-0.1,0.6,0.6,0.9
136,112,Jae Crowder\crowdja01,SF,29,MEM,45,1322,11.0,0.507,0.667,0.23800000000000002,3.3,18.6,11.1,12.1,1.7,0.9,10.9,15.6,,0.4,1.3,1.7,0.063,,-0.5,0.7,0.1,0.7
137,112,Jae Crowder\crowdja01,SF,29,MIA,3,91,26.1,0.8190000000000001,0.69,0.31,3.9,22.3,13.5,7.0,3.2,1.1,5.7,17.0,,0.4,0.2,0.6,0.299,,6.6,0.2,6.7,0.2
138,113,Jarrett Culver\culveja01,SG,20,MIN,52,1268,9.1,0.449,0.39,0.205,4.7,10.0,7.3,11.0,1.9,2.3,11.8,19.4,,-1.4,1.0,-0.3,-0.012,,-3.5,0.1,-3.4,-0.4
139,114,Seth Curry\curryse01,SG,29,DAL,51,1203,15.5,0.631,0.5670000000000001,0.168,2.0,7.9,5.0,12.0,1.2,0.6,9.0,18.2,,2.8,0.6,3.4,0.134,,2.6,-2.1,0.5,0.8
140,115,Stephen Curry\curryst01,PG,31,GSW,4,112,20.3,0.5479999999999999,0.561,0.273,3.7,15.9,9.6,42.1,2.1,1.6,16.9,33.8,,0.1,0.1,0.2,0.069,,4.3,-1.2,3.1,0.1
141,116,Troy Daniels\danietr01,SG,28,LAL,39,446,9.0,0.529,0.706,0.098,3.0,7.7,5.4,4.1,0.9,0.6,5.3,16.0,,0.3,0.4,0.7,0.071,,-0.9,-2.6,-3.5,-0.2
142,117,Anthony Davis\davisan02,PF,26,LAL,46,1595,28.3,0.619,0.188,0.455,6.7,22.1,14.6,15.1,2.2,6.0,10.1,29.2,,5.5,3.3,8.8,0.265,,3.4,3.7,7.1,3.7
143,118,Ed Davis\davised01,C,30,UTA,25,268,7.3,0.425,0.0,0.324,12.4,25.6,19.3,3.8,1.8,2.8,25.1,8.5,,-0.1,0.5,0.4,0.079,,-4.6,3.5,-1.0,0.1
144,119,Terence Davis\daviste02,SG,22,TOR,55,954,15.5,0.615,0.5670000000000001,0.125,5.0,16.1,10.6,14.7,1.5,1.1,13.2,18.4,,1.6,1.4,3.0,0.15,,1.3,0.3,1.6,0.9
145,120,Dewayne Dedmon\dedmode01,C,30,TOT,37,619,9.3,0.489,0.41600000000000004,0.157,8.3,26.3,17.0,3.9,1.4,5.4,19.8,18.4,,-0.8,0.8,0.0,0.003,,-5.9,1.2,-4.7,-0.4
146,120,Dewayne Dedmon\dedmode01,C,30,SAC,34,541,8.6,0.47700000000000004,0.415,0.16399999999999998,9.3,26.1,17.4,4.0,1.4,4.6,20.4,18.5,,-0.8,0.7,-0.1,-0.005,,-6.0,0.8,-5.2,-0.4
147,120,Dewayne Dedmon\dedmode01,C,30,ATL,3,78,14.2,0.5670000000000001,0.423,0.115,1.4,27.9,14.5,3.8,1.8,10.7,15.5,17.2,,0.0,0.1,0.1,0.061,,-5.7,3.9,-1.7,0.0
148,121,Matthew Dellavedova\dellama01,PG,29,CLE,46,565,7.1,0.428,0.523,0.21899999999999997,2.3,7.9,5.1,28.1,1.3,0.2,22.6,13.7,,-0.2,0.0,-0.2,-0.013000000000000001,,-3.8,-3.3,-7.1,-0.7
149,122,DeMar DeRozan\derozde01,SF,30,SAS,52,1783,22.0,0.604,0.035,0.423,2.0,15.6,8.8,24.5,1.5,0.6,11.5,27.2,,4.6,1.0,5.6,0.151,,2.4,-1.0,1.5,1.6
150,123,Cheick Diallo\diallch01,C,23,PHO,38,420,17.0,0.7070000000000001,0.017,0.289,6.2,23.9,14.9,7.3,1.1,2.3,16.0,16.4,,0.8,0.5,1.3,0.145,,-1.7,0.2,-1.5,0.1
151,124,Hamidou Diallo\diallha01,SF,21,OKC,32,606,8.6,0.488,0.15,0.20199999999999999,4.7,14.8,9.9,4.6,2.0,0.8,13.6,17.7,,-0.5,0.7,0.2,0.015,,-4.8,-0.1,-4.9,-0.4
152,125,Gorgui Dieng\dienggo01,C,30,TOT,47,791,18.1,0.563,0.435,0.20800000000000002,9.5,25.3,17.2,11.5,2.3,4.5,12.7,18.5,,1.0,1.2,2.2,0.136,,-0.2,2.7,2.4,0.9
153,125,Gorgui Dieng\dienggo01,C,30,MIN,46,778,18.0,0.563,0.433,0.213,9.5,25.5,17.3,11.3,2.2,4.5,12.7,18.4,,1.0,1.2,2.2,0.135,,-0.3,2.6,2.3,0.8
154,125,Gorgui Dieng\dienggo01,C,30,MEM,1,13,25.8,0.583,0.5,0.0,8.3,16.0,12.2,23.2,7.2,6.6,14.3,22.5,,0.0,0.0,0.1,0.20800000000000002,,3.9,7.2,11.0,0.0
155,126,Spencer Dinwiddie\dinwisp01,SG,26,BRK,53,1654,18.0,0.5379999999999999,0.379,0.419,1.7,9.5,5.7,34.9,1.0,0.8,12.2,29.7,,2.7,1.5,4.2,0.121,,2.4,-1.8,0.5,1.1
156,127,Donte DiVincenzo\divindo01,SG,23,MIL,49,1124,14.8,0.56,0.47700000000000004,0.154,4.6,14.9,10.1,12.7,3.0,1.1,13.0,16.9,,1.0,2.5,3.5,0.151,,0.0,2.6,2.7,1.3
157,128,Luka Dončić\doncilu01,PG,20,DAL,44,1443,29.2,0.5920000000000001,0.444,0.445,4.6,25.6,15.3,46.4,1.5,0.4,14.6,37.3,,5.4,1.7,7.1,0.23600000000000002,,9.5,1.8,11.4,4.9
158,129,Luguentz Dort\dortlu01,SG,20,OKC,20,416,6.3,0.511,0.49,0.235,3.0,4.9,4.0,3.9,1.8,0.2,9.6,13.2,,0.0,0.3,0.3,0.038,,-2.0,-0.8,-2.8,-0.1
159,130,Damyean Dotson\dotsoda01,SG,25,NYK,45,783,11.2,0.537,0.5660000000000001,0.12,1.0,10.3,5.5,10.1,1.3,0.5,6.6,16.3,,0.6,0.3,1.0,0.059000000000000004,,-0.7,-2.2,-2.9,-0.2
160,131,Sekou Doumbouya\doumbse01,SF,19,DET,29,571,6.8,0.486,0.405,0.205,3.1,16.1,9.6,2.8,1.5,1.0,13.3,17.7,,-0.6,0.4,-0.2,-0.015,,-5.1,-1.6,-6.7,-0.7
161,132,PJ Dozier\doziepj01,PG,23,DEN,15,221,9.8,0.467,0.313,0.133,2.5,12.5,7.5,16.7,1.6,2.1,11.1,19.4,,-0.1,0.2,0.2,0.035,,-3.4,-0.3,-3.8,-0.1
162,133,Goran Dragić\dragigo01,PG,33,MIA,43,1217,16.2,0.5760000000000001,0.475,0.317,1.8,9.6,5.9,28.8,1.0,0.6,15.4,25.7,,1.6,0.9,2.5,0.099,,1.6,-2.5,-1.0,0.3
163,134,Andre Drummond\drumman01,C,26,TOT,51,1705,22.2,0.5489999999999999,0.035,0.375,15.6,37.7,26.5,13.9,2.8,4.1,18.2,25.6,,0.8,3.4,4.3,0.12,,-1.4,4.4,3.0,2.2
164,134,Andre Drummond\drumman01,C,26,DET,49,1654,22.2,0.55,0.031,0.376,15.3,37.7,26.4,13.9,2.9,4.1,18.0,25.4,,0.9,3.4,4.2,0.12300000000000001,,-1.4,4.5,3.2,2.1
165,134,Andre Drummond\drumman01,C,26,CLE,2,51,23.8,0.525,0.14800000000000002,0.37,25.7,37.2,31.4,13.6,1.9,5.0,22.3,33.8,,-0.1,0.1,0.0,0.019,,-2.4,1.1,-1.3,0.0
166,135,Jared Dudley\dudleja01,SF,34,LAL,36,297,7.6,0.593,0.688,0.042,1.9,12.6,7.4,7.3,1.8,0.9,10.9,7.8,,0.3,0.4,0.6,0.10400000000000001,,-1.5,0.7,-0.7,0.1
167,136,Kris Dunn\dunnkr01,PG,25,CHI,51,1269,12.2,0.51,0.327,0.158,1.9,14.6,8.0,19.7,3.8,1.3,15.7,14.6,,0.3,2.0,2.3,0.087,,-2.1,2.7,0.5,0.8
168,137,Carsen Edwards\edwarca01,SG,21,BOS,33,296,6.5,0.442,0.602,0.126,1.8,13.0,7.5,10.0,1.6,0.9,12.1,17.9,,-0.3,0.4,0.1,0.01,,-3.9,-1.0,-4.9,-0.2
169,138,Henry Ellenson\ellenhe01,PF,23,BRK,5,15,-1.2,0.14300000000000002,0.5710000000000001,0.0,14.1,26.6,20.5,8.8,0.0,0.0,0.0,19.5,,-0.1,0.0,-0.1,-0.17800000000000002,,-9.8,-2.9,-12.7,0.0
170,139,Wayne Ellington\ellinwa01,SG,32,NYK,28,429,8.4,0.515,0.799,0.09699999999999999,0.9,10.8,5.7,9.3,1.2,0.4,9.7,15.3,,0.1,0.2,0.3,0.031,,-1.4,-2.3,-3.7,-0.2
171,140,Joel Embiid\embiijo01,C,25,PHI,39,1188,24.9,0.584,0.244,0.523,9.7,33.1,21.5,17.5,1.3,3.8,13.3,32.0,,2.5,2.3,4.9,0.196,,1.6,2.2,3.8,1.8
172,141,James Ennis\ennisja01,SF,29,TOT,51,806,12.3,0.563,0.46399999999999997,0.285,7.0,14.2,10.6,7.3,1.4,1.5,11.1,15.9,,0.9,1.0,1.9,0.113,,-1.0,-0.3,-1.3,0.1
173,141,James Ennis\ennisja01,SF,29,PHI,49,776,12.3,0.564,0.469,0.27,6.8,14.3,10.6,7.4,1.4,1.5,10.9,15.8,,0.8,1.0,1.9,0.115,,-1.0,-0.2,-1.1,0.2
174,141,James Ennis\ennisja01,SF,29,ORL,2,30,11.7,0.5579999999999999,0.33299999999999996,0.667,10.2,11.1,10.6,5.0,0.0,0.0,14.7,19.8,,0.0,0.0,0.0,0.061,,-2.9,-3.9,-6.8,0.0
175,142,Drew Eubanks\eubandr01,PF,22,SAS,8,42,20.4,0.705,0.0,0.2,15.4,28.0,21.7,7.6,0.0,2.1,23.5,22.0,,0.1,0.0,0.1,0.121,,-1.3,-2.4,-3.8,0.0
176,143,Jacob Evans\evansja02,SG,22,TOT,28,415,5.7,0.439,0.28600000000000003,0.218,2.2,8.6,5.3,10.9,1.3,2.6,14.6,17.5,,-0.6,0.2,-0.4,-0.052000000000000005,,-6.3,-1.2,-7.5,-0.6
177,143,Jacob Evans\evansja02,SG,22,GSW,27,414,5.7,0.439,0.28600000000000003,0.218,2.3,8.6,5.3,11.0,1.3,2.6,14.6,17.6,,-0.6,0.2,-0.4,-0.052000000000000005,,-6.3,-1.2,-7.5,-0.6
178,143,Jacob Evans\evansja02,SG,22,MIN,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.008,,-6.8,-0.2,-6.9,0.0
179,144,Dante Exum\exumda01,SG,24,TOT,32,430,9.4,0.545,0.33299999999999996,0.33299999999999996,2.3,12.3,7.3,12.6,1.5,1.0,19.0,15.2,,0.0,0.2,0.2,0.023,,-3.1,-0.8,-3.9,-0.2
180,144,Dante Exum\exumda01,SG,24,UTA,11,83,4.9,0.503,0.261,0.087,4.1,11.3,7.9,11.7,0.6,2.0,29.5,17.8,,-0.2,0.1,-0.1,-0.047,,-6.4,0.3,-6.1,-0.1
181,144,Dante Exum\exumda01,SG,24,CLE,21,347,10.5,0.555,0.353,0.4,1.9,12.5,7.2,12.8,1.7,0.7,16.0,14.6,,0.2,0.1,0.3,0.039,,-2.3,-1.1,-3.4,-0.1
182,145,Tacko Fall\fallta01,C,24,BOS,6,24,23.9,0.713,0.0,0.25,0.0,48.9,24.7,0.0,0.0,7.6,18.4,29.0,,0.0,0.1,0.1,0.102,,-9.4,-4.4,-13.8,-0.1
183,146,Derrick Favors\favorde01,C,28,NOP,36,859,19.6,0.631,0.02,0.215,14.0,30.0,21.9,11.1,1.1,3.5,15.1,15.2,,1.9,1.1,3.0,0.166,,0.2,2.4,2.6,1.0
184,147,Cristiano Felício\feliccr01,PF,27,CHI,15,267,12.6,0.6609999999999999,0.051,0.462,14.9,14.1,14.5,5.2,1.1,0.4,20.4,9.4,,0.5,0.2,0.7,0.128,,-1.0,0.0,-1.1,0.1
185,148,Terrance Ferguson\fergute01,SF,21,OKC,41,1024,4.4,0.52,0.775,0.075,2.3,4.7,3.6,5.1,1.1,1.0,12.7,8.8,,0.0,0.7,0.7,0.034,,-1.4,0.2,-1.2,0.2
186,149,Bruno Fernando\fernabr01,C,21,ATL,45,550,11.4,0.5379999999999999,0.204,0.257,10.7,19.0,14.8,10.0,1.3,2.4,19.1,15.8,,0.1,0.4,0.5,0.040999999999999995,,-3.1,0.0,-3.1,-0.2
187,150,Yogi Ferrell\ferreyo01,PG,26,SAC,42,467,11.5,0.51,0.402,0.213,1.4,10.0,5.6,17.8,1.5,0.8,11.4,18.9,,0.2,0.3,0.5,0.048,,-2.3,-2.1,-4.5,-0.3
188,151,Dorian Finney-Smith\finnedo01,PF,26,DAL,55,1635,12.4,0.594,0.584,0.20800000000000002,7.3,12.4,9.9,6.8,1.1,1.6,11.2,12.9,,2.6,1.2,3.7,0.11,,1.4,0.4,1.8,1.6
189,152,Bryn Forbes\forbebr01,SG,26,SAS,54,1367,11.0,0.5529999999999999,0.648,0.139,0.9,7.7,4.4,10.5,1.0,0.0,8.0,18.6,,1.0,0.2,1.2,0.042,,0.9,-3.4,-2.5,-0.2
190,153,Evan Fournier\fournev01,SG,27,ORL,54,1713,16.2,0.5920000000000001,0.45899999999999996,0.242,0.7,8.5,4.5,17.0,1.7,0.5,11.4,24.4,,2.2,1.6,3.8,0.106,,2.0,-1.8,0.2,0.9
191,154,De'Aaron Fox\foxde01,PG,22,SAC,36,1135,19.8,0.544,0.21,0.435,2.4,12.9,7.5,36.9,2.3,1.7,15.3,29.5,,1.3,1.1,2.4,0.102,,1.5,0.1,1.7,1.1
192,155,Melvin Frazier\frazime01,SG,23,ORL,14,48,9.2,0.48,0.41200000000000003,0.235,2.1,6.9,4.4,3.1,4.1,3.8,9.6,18.8,,-0.1,0.1,0.0,0.036000000000000004,,-4.7,1.3,-3.3,0.0
193,156,Michael Frazier\frazimi01,SG,25,HOU,7,60,2.5,0.515,0.778,0.667,1.7,3.5,2.6,2.1,1.5,0.0,14.7,9.3,,0.0,0.0,0.0,0.018000000000000002,,-3.8,-1.9,-5.7,-0.1
194,157,Tim Frazier\fraziti01,PG,29,DET,27,355,9.8,0.46399999999999997,0.319,0.255,2.8,7.7,5.2,36.2,1.9,0.9,25.6,17.2,,-0.1,0.2,0.1,0.02,,-3.9,-2.6,-6.5,-0.4
195,158,Markelle Fultz\fultzma01,PG,21,ORL,54,1523,14.3,0.52,0.177,0.212,1.7,11.8,6.6,28.3,2.3,0.5,15.1,20.8,,0.4,1.8,2.3,0.071,,-1.5,0.0,-1.5,0.2
196,159,Wenyen Gabriel\gabriwe01,PF,22,TOT,18,118,7.1,0.455,0.387,0.387,6.3,11.1,8.7,4.6,2.0,3.0,16.2,15.8,,-0.1,0.1,0.0,-0.009000000000000001,,-4.8,0.0,-4.8,-0.1
197,159,Wenyen Gabriel\gabriwe01,PF,22,SAC,11,61,7.6,0.444,0.47100000000000003,0.588,7.1,11.5,9.2,6.7,2.4,3.1,18.9,18.9,,-0.1,0.1,0.0,-0.027999999999999997,,-5.3,0.2,-5.1,0.0
198,159,Wenyen Gabriel\gabriwe01,PF,22,POR,7,57,6.7,0.47,0.28600000000000003,0.14300000000000002,5.5,10.7,8.1,2.3,1.7,2.9,11.8,12.5,,0.0,0.0,0.0,0.011000000000000001,,-4.3,-0.3,-4.5,0.0
199,160,Daniel Gafford\gaffoda01,C,21,CHI,33,420,17.1,0.66,0.0,0.38,9.7,10.6,10.1,5.1,1.0,9.4,13.4,13.7,,0.8,0.6,1.3,0.153,,-1.9,4.0,2.1,0.4
200,161,Danilo Gallinari\gallida01,PF,31,OKC,47,1443,20.0,0.617,0.541,0.35700000000000004,2.5,17.5,10.2,11.7,1.1,0.2,7.9,24.4,,3.8,1.4,5.2,0.174,,3.7,-1.7,1.9,1.4
201,162,Langston Galloway\gallola01,SG,28,DET,57,1480,12.1,0.583,0.62,0.16699999999999998,2.0,7.5,4.8,8.8,1.4,0.6,6.4,15.5,,2.1,0.7,2.8,0.09,,1.0,-1.6,-0.6,0.5
202,163,Darius Garland\garlada01,PG,20,CLE,53,1616,8.3,0.494,0.43700000000000006,0.11,1.6,5.3,3.4,18.6,1.1,0.1,17.6,21.0,,-1.3,-0.1,-1.5,-0.043,,-2.5,-3.5,-6.0,-1.6
203,164,Marc Gasol\gasolma01,C,35,TOR,35,974,12.1,0.551,0.537,0.156,3.2,20.9,12.2,16.8,1.4,3.3,14.8,12.7,,0.9,1.7,2.6,0.13,,-1.0,3.5,2.5,1.1
204,165,Rudy Gay\gayru01,PF,33,SAS,51,1072,14.1,0.545,0.375,0.24100000000000002,4.3,22.7,13.6,11.5,0.9,1.9,13.4,20.8,,0.4,0.8,1.2,0.052000000000000005,,-1.5,-0.8,-2.3,-0.1
205,166,Paul George\georgpa01,SF,29,LAC,34,1001,20.3,0.578,0.495,0.27699999999999997,1.6,19.3,10.6,21.4,2.1,1.6,13.8,30.6,,1.3,1.6,2.9,0.14,,2.7,0.8,3.5,1.4
206,167,Taj Gibson\gibsota01,C,34,NYK,52,857,15.3,0.593,0.047,0.16899999999999998,11.0,16.8,13.8,8.3,1.3,2.5,13.6,14.5,,1.3,0.7,2.0,0.11,,-1.0,0.7,-0.3,0.4
207,168,Harry Giles\gilesha01,PF,21,SAC,28,349,16.0,0.5720000000000001,0.0,0.16399999999999998,7.5,24.4,15.7,15.1,2.0,2.5,15.4,20.3,,0.3,0.4,0.8,0.107,,-2.5,1.6,-0.9,0.1
208,169,Shai Gilgeous-Alexander\gilgesh01,SG,21,OKC,55,1955,17.5,0.56,0.237,0.33899999999999997,2.3,16.1,9.4,14.3,1.6,1.6,9.7,23.9,,2.4,2.3,4.7,0.11699999999999999,,0.0,0.5,0.6,1.3
209,170,Rudy Gobert\goberru01,C,27,UTA,52,1797,22.4,0.691,0.0,0.6890000000000001,12.3,32.7,23.0,6.6,0.9,4.7,14.8,16.7,,5.2,3.5,8.8,0.23399999999999999,,1.1,3.9,5.0,3.2
210,171,Brandon Goodwin\goodwbr01,PG,24,ATL,26,355,12.1,0.51,0.45899999999999996,0.151,3.0,16.3,9.6,17.3,1.4,0.9,12.8,22.8,,-0.1,0.2,0.1,0.016,,-2.1,-2.3,-4.4,-0.2
211,172,Aaron Gordon\gordoaa01,PF,24,ORL,49,1580,14.1,0.504,0.317,0.27,5.5,19.2,12.1,15.5,1.2,1.4,9.9,21.0,,0.6,1.9,2.5,0.075,,-1.1,0.7,-0.5,0.6
212,173,Eric Gordon\gordoer01,SG,31,HOU,28,823,11.0,0.517,0.66,0.23800000000000002,0.9,6.3,3.5,7.3,1.0,1.1,6.3,22.0,,0.3,0.4,0.8,0.045,,-0.9,-3.3,-4.3,-0.5
213,174,Devonte' Graham\grahade01,PG,24,CHO,54,1901,15.9,0.536,0.616,0.244,2.3,9.2,5.6,36.3,1.3,0.7,14.7,24.6,,2.3,0.7,3.0,0.075,,2.9,-2.8,0.1,1.0
214,175,Treveon Graham\grahatr01,SG,26,TOT,45,784,5.9,0.446,0.495,0.223,4.4,12.0,8.1,5.4,1.2,0.5,9.4,12.9,,-0.3,0.4,0.1,0.005,,-3.9,-1.2,-5.1,-0.6
215,175,Treveon Graham\grahatr01,SG,26,MIN,33,663,6.1,0.447,0.474,0.21100000000000002,4.4,11.6,7.9,6.2,1.2,0.3,9.0,13.1,,-0.2,0.3,0.1,0.008,,-3.6,-1.0,-4.6,-0.4
216,175,Treveon Graham\grahatr01,SG,26,ATL,12,121,4.6,0.442,0.63,0.29600000000000004,4.4,14.4,9.4,1.1,1.2,2.1,11.6,11.9,,-0.1,0.1,0.0,-0.017,,-5.6,-2.0,-7.6,-0.2
217,176,Jerami Grant\grantje01,PF,25,DEN,54,1424,13.8,0.58,0.397,0.304,3.7,11.7,7.7,6.1,1.2,3.1,7.9,17.4,,1.9,1.5,3.4,0.115,,-0.2,0.2,0.0,0.7
218,177,Josh Gray\grayjo01,PG,26,NOP,2,23,-5.0,0.5,0.0,0.0,4.5,4.6,4.6,10.5,0.0,0.0,71.4,12.5,,-0.1,0.0,-0.1,-0.22899999999999998,,-11.3,-1.7,-13.1,-0.1
219,178,Danny Green\greenda02,SG,32,LAL,52,1299,11.5,0.5660000000000001,0.695,0.11699999999999999,3.3,11.7,7.6,6.9,2.4,1.7,10.4,14.4,,1.0,1.9,2.9,0.10800000000000001,,0.5,1.2,1.7,1.2
220,179,Draymond Green\greendr01,PF,29,GSW,41,1194,12.7,0.491,0.405,0.26899999999999996,2.0,22.2,11.7,30.9,2.3,2.5,21.4,15.7,,-0.1,1.3,1.2,0.048,,-2.6,2.0,-0.6,0.4
221,180,JaMychal Green\greenja01,PF,29,LAC,46,952,10.4,0.537,0.672,0.156,7.3,24.1,15.9,4.7,1.1,1.6,12.8,13.6,,0.5,1.5,2.0,0.099,,-1.4,0.7,-0.8,0.3
222,181,Javonte Green\greenja02,SF,26,BOS,41,375,13.0,0.569,0.245,0.38299999999999995,4.6,15.1,9.9,7.7,2.8,1.2,12.7,14.3,,0.3,0.6,1.0,0.12300000000000001,,-1.8,1.3,-0.5,0.1
223,182,Jeff Green\greenje02,PF,33,UTA,30,553,10.1,0.523,0.5329999999999999,0.32299999999999995,2.9,12.6,8.0,5.1,1.1,1.5,10.8,19.7,,0.0,0.6,0.6,0.055,,-2.1,-0.7,-2.9,-0.1
224,183,Blake Griffin\griffbl01,PF,30,DET,18,512,12.0,0.47600000000000003,0.444,0.392,3.7,14.9,9.2,17.8,0.7,1.1,12.0,28.3,,-0.3,0.3,-0.1,-0.006,,-2.1,-2.4,-4.5,-0.3
225,184,Marko Guduric\gudurma01,SG,24,MEM,33,434,7.8,0.5,0.514,0.16699999999999998,3.0,12.0,7.5,11.9,1.2,1.4,18.7,17.5,,-0.4,0.3,-0.1,-0.008,,-3.7,-1.0,-4.7,-0.3
226,185,Kyle Guy\guyky01,SG,22,SAC,2,4,9.9,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.021,,-3.4,-7.5,-10.9,0.0
227,186,Rui Hachimura\hachiru01,PF,21,WAS,30,864,14.4,0.54,0.155,0.19399999999999998,5.6,17.3,11.2,7.8,1.2,0.5,6.5,19.8,,0.9,0.2,1.1,0.063,,-1.2,-2.3,-3.5,-0.3
